,caption,caption_list
36990,RT @BlissfieldBall: #Mmemberville #cannabisculture #CannabisCommunity #Weedmob #WeedLovers #StonerFam  https://t.co/ERvUSa4OPD,"['mmemberville', 'cannabiscommunity', 'weedmob', 'weedlovers', 'stonerfam', 'https', '//t.co/ervusa4opd']"
37026,"RT @BlissfieldBall: 
          *Apple Fritter Crumble*
#Mmemberville #cannabisculture 
#CannabisCommunity #StonerFam 
#WeedLov","['apple', 'fritter', 'crumble', 'mmemberville', 'cannabiscommunity', 'stonerfam', 'weedlov']"
37071,"RT @cana_kush: ""Posted byu/DPearcey
M.A.C 1 Smalls - Grass Chief - February 2022"" https://t.co/pap7LLzaAx

#cannabiscanada  #cannabis   h","['``', 'posted', 'byu/dpearcey', 'm.a.c', 'smalls', 'grass', 'chief', 'february', '2022', ""''"", 'https', '//t.co/pap7llzaax', 'cannabiscanada', 'cannabis']"
37206,RT @GreenGoddessSup:  What do you think about blunts? Yes or no? #wakeandbake #weedstagram #baked #blaze #legalizeit #iamcannabis #puffpuf,"['think', 'blunts', 'yes', 'wakeandbake', 'weedstagram', 'baked', 'blaze', 'legalizeit', 'iamcannabis', 'puffpuf']"
37269,RT @LiveHolyLife: I graduated together with the Army General commanding the #Russian troops in #RussiaUkraineWar and can guarantee that wha,"['graduated', 'together', 'army', 'general', 'commanding', 'russian', 'troops', 'russiaukrainewar', 'guarantee', 'wha']"
37683,RT @NORML: #Colorado: State-licensed #marijuana retailers sold over $2.2 billion worth of marijuana flower and related products in 2021  t,"['colorado', 'state-licensed', 'marijuana', 'retailers', 'sold', '2.2', 'billion', 'worth', 'marijuana', 'flower', 'related', 'products', '2021']"
37737,"RT @ReyLotto: #LOTTOREY
25/02/2022
9:30 am
Sorteo#: 5026
0 Delfin

Quieres plata?JuegaLottoRey
juegal #Legal
#RT #RT 
#25Febrero","['lottorey', '25/02/2022', '9:30', 'sorteo', '5026', 'delfin', 'quieres', 'plata', 'juegalottorey', 'juegal', 'legal', '25febrero']"
37872,"@FoxNews #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and #academia and cause https://t.co/k1qUxHIMMt","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'academia', 'cause', 'https', '//t.co/k1quxhimmt']"
37881,"RT @todd_harrison: A study of nematodes suggested cannabidiol protects against Alzheimer's disease. 

Also, Schedule I drugs, substances, o","['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']"
37890,"@BBCWorld #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and #academia and caus https://t.co/SfQHBBCdcP","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'academia', 'caus', 'https', '//t.co/sfqhbbcdcp']"
37908,"@CNBC #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and #academia and caused 9 https://t.co/GPIy3g3QKC","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'academia', 'caused', 'https', '//t.co/gpiy3g3qkc']"
37918,"@bbcworldservice @BBCWorld #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and https://t.co/rr2zE33bEq","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'https', '//t.co/rr2ze33beq']"
37962,"@Karl_Lauterbach sagt bei @JungNaiv dass #Cannabis dieser Jahr NICHT mehr legalisiert werden soll!

Das geht so nic https://t.co/zG1QHmX0uM","['sagt', 'cannabis', 'jahr', 'mehr', 'legalisiert', 'geht', 'nic', 'https', '//t.co/zg1qhmx0um']"
37989,"Vorhabenplanung bei @Karl_Lauterbach fr dieses Jahr:
Kein #Cannabis auf der Liste....","['vorhabenplanung', 'fr', 'jahr', 'cannabis', 'liste', '....']"
38008,"RT @JKBourbon: Time to start the day rightMiracle plant @AngelOfCannabis 
#cannabisculture #CannabisCommunity #WeedLovers #Coffee https://","['start', 'day', 'rightmiracle', 'plant', 'cannabiscommunity', 'weedlovers', 'coffee', 'https', '//']"
38016,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/w0fscFjUTA,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/w0fscfjuta']"
38133,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/BmyuC4NZ5e,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']"
38178,"RT @ReyLotto: #LOTTOREY
25/02/2022
9:30 am
Sorteo#: 5026
0 Delfin

Quieres plata?JuegaLottoRey
juegal #Legal
#RT #RT 
#25Febrero","['lottorey', '25/02/2022', '9:30', 'sorteo', '5026', 'delfin', 'quieres', 'plata', 'juegalottorey', 'juegal', 'legal', '25febrero']"
38232,"RT @todd_harrison: A study of nematodes suggested cannabidiol protects against Alzheimer's disease. 

Also, Schedule I drugs, substances, o","['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']"
38241,"RT @todd_harrison: Ohio topped $381M in marijuana sales in 2021, a 72% year-over-year improvement.

#Ohio  #Cannabis 

https://t.co/hdz8B","['ohio', 'topped', '381m', 'marijuana', 'sales', '2021', '72', 'year-over-year', 'improvement', 'ohio', 'cannabis', 'https', '//t.co/hdz8b']"
38250,"NM medical marijuana firms eligible for tax refund after court decision
#cannabis https://t.co/ZSdKi1LgDu via @MJBizDaily","['nm', 'medical', 'marijuana', 'firms', 'eligible', 'tax', 'refund', 'court', 'decision', 'cannabis', 'https', '//t.co/zsdki1lgdu', 'via']"
38277,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
38278,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
38280,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
38322,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
38323,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
38324,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
38325,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
38340,"RT @todd_harrison: Ohio topped $381M in marijuana sales in 2021, a 72% year-over-year improvement.

#Ohio  #Cannabis 

https://t.co/hdz8B","['ohio', 'topped', '381m', 'marijuana', 'sales', '2021', '72', 'year-over-year', 'improvement', 'ohio', 'cannabis', 'https', '//t.co/hdz8b']"
38421,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/BmyuC4NZ5e,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']"
38466,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/kf8o1COJuF,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']"
38475,"RT @todd_harrison: Cannabis Associated with Symptom Improvements in ADHD Patients

me: I was to participate in this but forgot to sign-up.","['cannabis', 'associated', 'symptom', 'improvements', 'adhd', 'patients', 'participate', 'forgot', 'sign-up']"
38493," BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend https://t.co/hIy9rGE39w","['big', 'band', 'thanks', 'kannabist', 'friend', 'https', '//t.co/hiy9rge39w']"
38494," BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend https://t.co/hIy9rGE39w","['big', 'band', 'thanks', 'kannabist', 'friend', 'https', '//t.co/hiy9rge39w']"
38495," BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend https://t.co/hIy9rGE39w","['big', 'band', 'thanks', 'kannabist', 'friend', 'https', '//t.co/hiy9rge39w']"
38556,RT @NORML: Alternative legislative approaches to address concerns over DUI #cannabis behavior need to be considered that do not rely solely,"['alternative', 'legislative', 'approaches', 'address', 'concerns', 'dui', 'cannabis', 'behavior', 'need', 'considered', 'rely', 'solely']"
38619,"RT @MMPconnection: #cannabiscommunity #marijuana #cannabis Israeli township cultivates cannabis | Phnom Penh Post 
In Israel's Negev desert","['cannabiscommunity', 'marijuana', 'cannabis', 'israeli', 'township', 'cultivates', 'cannabis', 'phnom', 'penh', 'post', ""'s"", 'negev', 'desert']"
38682,"RT @KannabiaSeeds:  AMNESIA DREAM XL AUTO EDITION by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Gracias a la amiga #kannabista @Sophie_M","['amnesia', 'dream', 'xl', 'auto', 'edition', 'gracias', 'amiga', 'kannabista', 'sophie_m']"
38683,"RT @KannabiaSeeds:  AMNESIA DREAM XL AUTO EDITION by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Gracias a la amiga #kannabista @Sophie_M","['amnesia', 'dream', 'xl', 'auto', 'edition', 'gracias', 'amiga', 'kannabista', 'sophie_m']"
38684,"RT @KannabiaSeeds:  AMNESIA DREAM XL AUTO EDITION by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Gracias a la amiga #kannabista @Sophie_M","['amnesia', 'dream', 'xl', 'auto', 'edition', 'gracias', 'amiga', 'kannabista', 'sophie_m']"
38763," COOKIES HAZE by #KannabiaSeeds @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG https://t.co/2j7qmF1qBW","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'https', '//t.co/2j7qmf1qbw']"
38764," COOKIES HAZE by #KannabiaSeeds @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG https://t.co/2j7qmF1qBW","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'https', '//t.co/2j7qmf1qbw']"
38765," COOKIES HAZE by #KannabiaSeeds @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG https://t.co/2j7qmF1qBW","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'https', '//t.co/2j7qmf1qbw']"
38799,RT @NewsBudz: Is the World Ready for Amazon Cannabis Delivery? https://t.co/4acf9R1kLS #cannabis https://t.co/skOZBa29M4,"['world', 'ready', 'amazon', 'cannabis', 'delivery', 'https', '//t.co/4acf9r1kls', 'cannabis', 'https', '//t.co/skozba29m4']"
38880," SATIVA DREAM by #KannabiaSeeds  @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 thanks to our IG #kannabista frien https://t.co/yc5jbYRVsy","['sativa', 'dream', 'thanks', 'ig', 'kannabista', 'frien', 'https', '//t.co/yc5jbyrvsy']"
38881," SATIVA DREAM by #KannabiaSeeds  @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 thanks to our IG #kannabista frien https://t.co/yc5jbYRVsy","['sativa', 'dream', 'thanks', 'ig', 'kannabista', 'frien', 'https', '//t.co/yc5jbyrvsy']"
38882," SATIVA DREAM by #KannabiaSeeds  @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 thanks to our IG #kannabista frien https://t.co/yc5jbYRVsy","['sativa', 'dream', 'thanks', 'ig', 'kannabista', 'frien', 'https', '//t.co/yc5jbyrvsy']"
38970,"@BBCWorld #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and #academia and kill https://t.co/J2lPN6Ypk9","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'academia', 'kill', 'https', '//t.co/j2lpn6ypk9']"
38988,RT @NORML: A new series of human trials reveals that the use of oral formulations of #cannabis and cannabinoids mitigate symptoms in patien,"['new', 'series', 'human', 'trials', 'reveals', 'use', 'oral', 'formulations', 'cannabis', 'cannabinoids', 'mitigate', 'symptoms', 'patien']"
39042,"RT @NORML: Following medical #cannabis treatment, older patients experience improvements in their quality of life and reductions in prescri","['following', 'medical', 'cannabis', 'treatment', 'older', 'patients', 'experience', 'improvements', 'quality', 'life', 'reductions', 'prescri']"
39060,RT @todd_harrison: A new study found marijuana consumers show signs of greater motivation than people who don't consume and are more likely,"['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']"
39159,"@FoxNews @LaraLeaTrump #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and https://t.co/hLsQjun1eE","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'https', '//t.co/hlsqjun1ee']"
39213,"@CNBC #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and #academia and killed s https://t.co/U1mzsxLLoe","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'academia', 'killed', 'https', '//t.co/u1mzsxlloe']"
39231," SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG https://t.co/8N2AjofeRI","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'https', '//t.co/8n2ajoferi']"
39232," SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG https://t.co/8N2AjofeRI","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'https', '//t.co/8n2ajoferi']"
39233," SATIVA DREAM by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo #kannabista de IG https://t.co/8N2AjofeRI","['sativa', 'dream', 'gracias', 'amigo', 'kannabista', 'ig', 'https', '//t.co/8n2ajoferi']"
39240,"RT @todd_harrison: Ohio topped $381M in marijuana sales in 2021, a 72% year-over-year improvement.

#Ohio  #Cannabis 

https://t.co/hdz8B","['ohio', 'topped', '381m', 'marijuana', 'sales', '2021', '72', 'year-over-year', 'improvement', 'ohio', 'cannabis', 'https', '//t.co/hdz8b']"
39267,"@cnni #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and #academia and killed s https://t.co/SHbvsgW1lg","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'academia', 'killed', 'https', '//t.co/shbvsgw1lg']"
39285,"RT @todd_harrison: Cannabis Associated with Symptom Improvements in ADHD Patients

me: I was to participate in this but forgot to sign-up.","['cannabis', 'associated', 'symptom', 'improvements', 'adhd', 'patients', 'participate', 'forgot', 'sign-up']"
39384,I'LL TAKE THAT HYDRO-G OFF YOUR HANDS#tokertakeover @CryptoCannaClub @berner415 @SnoopDogg @lars_toker @DreadTokin https://t.co/0MbCxEMTZ2,"[""'ll"", 'hydro-g', 'hands', 'tokertakeover', 'https', '//t.co/0mbcxemtz2']"
39555,"The $THC from @ThetanArena is now at $0.01467 
 Is up 1.57% compare to 1 hour ago
 and is down -12.995% compare t https://t.co/8m2a0EUfQI","['thc', '0.01467', '1.57', 'compare', 'hour', 'ago', '-12.995', 'compare', 'https', '//t.co/8m2a0eufqi']"
39582,"RT @todd_harrison: A study of nematodes suggested cannabidiol protects against Alzheimer's disease. 

Also, Schedule I drugs, substances, o","['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']"
39645,"RT @kariss_step28: livraisonpour ce faire Ajouter pour
Snap stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #Re","['livraisonpour', 'faire', 'ajouter', 'snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript']"
39672,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
39673,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
39674,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
39675,"RT @KannabiaSeeds:  BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista @Greenseedtests","['big', 'band', 'gracias', 'amigo', 'kannabista']"
39708," BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista https://t.co/E8ylYFyeqT","['big', 'band', 'gracias', 'amigo', 'kannabista', 'https', '//t.co/e8ylyfyeqt']"
39709," BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista https://t.co/E8ylYFyeqT","['big', 'band', 'gracias', 'amigo', 'kannabista', 'https', '//t.co/e8ylyfyeqt']"
39710," BIG BAND by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen 
 Gracias al amigo #kannabista https://t.co/E8ylYFyeqT","['big', 'band', 'gracias', 'amigo', 'kannabista', 'https', '//t.co/e8ylyfyeqt']"
39717,RT @todd_harrison: A new study found marijuana consumers show signs of greater motivation than people who don't consume and are more likely,"['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']"
39753,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/BmyuC4NZ5e,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']"
39915," BABY BOOM AUTO  by #KannabiaSeeds @IntKannabia @Kannabia_US
 Gracias al amigo #kannabista @seedsarg 
 https://t.co/cS64zQu7TH","['baby', 'boom', 'auto', 'gracias', 'amigo', 'kannabista', 'https', '//t.co/cs64zqu7th']"
39916," BABY BOOM AUTO  by #KannabiaSeeds @IntKannabia @Kannabia_US
 Gracias al amigo #kannabista @seedsarg 
 https://t.co/cS64zQu7TH","['baby', 'boom', 'auto', 'gracias', 'amigo', 'kannabista', 'https', '//t.co/cs64zqu7th']"
39933,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/kf8o1COJuF,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']"
40014,RT @todd_harrison: A new study found marijuana consumers show signs of greater motivation than people who don't consume and are more likely,"['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']"
40032,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/BmyuC4NZ5e,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']"
40050,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/kf8o1COJuF,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']"
40113,"RT @cana_kush: ""Posted byu/DPearcey
M.A.C 1 Smalls - Grass Chief - February 2022"" https://t.co/pap7LLzaAx

#cannabiscanada  #cannabis   h","['``', 'posted', 'byu/dpearcey', 'm.a.c', 'smalls', 'grass', 'chief', 'february', '2022', ""''"", 'https', '//t.co/pap7llzaax', 'cannabiscanada', 'cannabis']"
40176," AMNESIA DREAM XL AUTO EDITION by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Gracias a la amiga #kannabista https://t.co/syoGTj0xqB","['amnesia', 'dream', 'xl', 'auto', 'edition', 'gracias', 'amiga', 'kannabista', 'https', '//t.co/syogtj0xqb']"
40177," AMNESIA DREAM XL AUTO EDITION by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Gracias a la amiga #kannabista https://t.co/syoGTj0xqB","['amnesia', 'dream', 'xl', 'auto', 'edition', 'gracias', 'amiga', 'kannabista', 'https', '//t.co/syogtj0xqb']"
40185,RT @todd_harrison: A new study found marijuana consumers show signs of greater motivation than people who don't consume and are more likely,"['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']"
40212,RT @todd_harrison: A new study found marijuana consumers show signs of greater motivation than people who don't consume and are more likely,"['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']"
40275,"RT @todd_harrison: Murphy says legal weed sales could start within weeks at N.J. medical dispensaries

#NewJersey  #Cannabis 

https://t.c","['murphy', 'says', 'legal', 'weed', 'sales', 'could', 'start', 'within', 'weeks', 'n.j.', 'medical', 'dispensaries', 'newjersey', 'cannabis', 'https', '//t.c']"
40302,"RT @kariss_step28: Snap: stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #ReactJS #Serverless #IoT #Linux #100Dayso","['snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript', 'reactjs', 'serverless', 'iot', 'linux', '100dayso']"
40338,"RT @support_cbd: BASE

""""


base3

https://t.co/k6ecyVnrxC

#CBD #HHC #","['base', ""''"", ""''"", 'base3', 'https', '//t.co/k6ecyvnrxc', 'cbd', 'hhc']"
40392,"RT @cana_kush: ""Posted byu/MisterHazeee
Just wanna give a big shout-out to all of our significant others who put up with and/or encourage u","['``', 'posted', 'byu/misterhazeee', 'wan', 'give', 'big', 'shout-out', 'significant', 'others', 'put', 'and/or', 'encourage']"
40401,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/kf8o1COJuF,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']"
40482,RT @NORML: Alternative legislative approaches to address concerns over DUI #cannabis behavior need to be considered that do not rely solely,"['alternative', 'legislative', 'approaches', 'address', 'concerns', 'dui', 'cannabis', 'behavior', 'need', 'considered', 'rely', 'solely']"
40572,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/kf8o1COJuF,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']"
40617,"RT @IntKannabia:  SWISS DREAM CBD by #KannabiaSeeds @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 Thanks to our IG #kannabist friend @bun","['swiss', 'dream', 'cbd', 'thanks', 'ig', 'kannabist', 'friend', 'bun']"
40618,"RT @IntKannabia:  SWISS DREAM CBD by #KannabiaSeeds @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 Thanks to our IG #kannabist friend @bun","['swiss', 'dream', 'cbd', 'thanks', 'ig', 'kannabist', 'friend', 'bun']"
40619,"RT @IntKannabia:  SWISS DREAM CBD by #KannabiaSeeds @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 Thanks to our IG #kannabist friend @bun","['swiss', 'dream', 'cbd', 'thanks', 'ig', 'kannabist', 'friend', 'bun']"
40662,"RT @hhc_vape: 

HHC VAPE Instagram
https://t.co/cnUPpX6LYp

#HHC #HHC #CBD #CBN #chill #HEMP # # # # #HAPP","['hhc', 'vape', 'instagram', 'https', '//t.co/cnuppx6lyp', 'hhc', 'hhc', 'cbd', 'cbn', 'chill', 'hemp', 'happ']"
40671,"RT @kushisland:  strain: Spanish Moon
 ig: lovin_in_her_eyes2.0
#weed https://t.co/rHiwvkPNbu","['strain', 'spanish', 'moon', 'ig', 'lovin_in_her_eyes2.0', 'weed', 'https', '//t.co/rhiwvkpnbu']"
40698,RT @todd_harrison: A new study found marijuana consumers show signs of greater motivation than people who don't consume and are more likely,"['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']"
40725,RT @todd_harrison: A new study found marijuana consumers show signs of greater motivation than people who don't consume and are more likely,"['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']"
40761,"RT @todd_harrison: A study of nematodes suggested cannabidiol protects against Alzheimer's disease. 

Also, Schedule I drugs, substances, o","['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']"
40842,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/w0fscFjUTA,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/w0fscfjuta']"
40914,"RT @todd_harrison: A study of nematodes suggested cannabidiol protects against Alzheimer's disease. 

Also, Schedule I drugs, substances, o","['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']"
40977,"RT @support_cbd: 

EC

https://t.co/91fA4YNfaK

#CBD
#HHC
#HEMPOUT
#
#
#","['ec', 'https', '//t.co/91fa4ynfak', 'cbd', 'hhc', 'hempout']"
41031,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/kf8o1COJuF,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']"
41049,"RT @AngelOfCannabis: Cats love weed. I attempted growing 2 times, 1 plant at a time &amp; with plant #1 my cat ate it, destroyed it. Plant #2 I","['cats', 'love', 'weed', 'attempted', 'growing', 'times', 'plant', 'amp', 'plant', 'ate', 'destroyed', 'plant']"
41184,"RT @hanfjournal: Guten Morgen Hanfisten. Es ist February 25, 2022 at 08:02AM und Zeit zum Legalisieren! #haschtag #cannabis #thc #hanf","['guten', 'morgen', 'hanfisten', 'february', '25', '2022', '08:02am', 'zeit', 'legalisieren', 'haschtag', 'cannabis', 'thc', 'hanf']"
41193,"RT @todd_harrison: A study of nematodes suggested cannabidiol protects against Alzheimer's disease. 

Also, Schedule I drugs, substances, o","['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']"
41202,RT @todd_harrison: A new study found marijuana consumers show signs of greater motivation than people who don't consume and are more likely,"['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']"
41283,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/BmyuC4NZ5e,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']"
41301,"RT @todd_harrison: A study of nematodes suggested cannabidiol protects against Alzheimer's disease. 

Also, Schedule I drugs, substances, o","['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']"
